,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
1/22/1972,347000.00,132.2,"263,000","271,750","2,516,000",132,"1,907,000","1,923,750",4.8,3.6,"52,631,500"
1/29/1972,326000.00,121.3,"269,000","269,250","2,529,000",131.7,"1,921,000","1,920,500",4.8,3.6,"52,631,500"
2/5/1972,342000.00,123.9,"276,000","264,500","2,506,000",129.1,"1,941,000","1,923,000",4.8,3.7,"52,631,500"
2/12/1972,318000.00,119.9,"266,000","268,500","2,551,000",130.2,"1,960,000","1,932,250",4.8,3.7,"52,631,500"
2/19/1972,279000.00,108.1,"258,000","267,250","2,470,000",129.9,"1,902,000","1,931,000",4.7,3.6,"52,631,500"
2/26/1972,252000.00,99.1,"254,000","263,500","2,474,000",130,"1,903,000","1,926,500",4.7,3.6,"52,631,500"
3/4/1972,263000.00,102.5,"257,000","258,750","2,413,000",126.7,"1,905,000","1,917,500",4.6,3.6,"52,631,500"
3/11/1972,257000.00,97.5,"264,000","258,250","2,360,000",123.8,"1,906,000","1,904,000",4.5,3.6,"52,631,500"
3/18/1972,241000.00,91,"266,000","260,250","2,298,000",120.5,"1,907,000","1,905,250",4.4,3.6,"52,631,500"
3/25/1972,231000.00,87.8,"264,000","262,750","2,203,000",117.4,"1,877,000","1,898,750",4.2,3.6,"52,631,500"
4/1/1972,224000.00,86.9,"258,000","263,000","2,176,000",113.7,"1,913,000","1,900,750",4.1,3.6,"52,750,100"
4/8/1972,271000.00,99.1,"274,000","265,500","2,116,000",110.8,"1,910,000","1,901,750",4,3.6,"52,750,100"
4/15/1972,237000.00,91.5,"259,000","263,750","2,048,000",108.3,"1,891,000","1,897,750",3.9,3.6,"52,750,100"
4/22/1972,223000.00,86.4,"259,000","262,500","1,966,000",106,"1,855,000","1,892,250",3.7,3.5,"52,750,100"
4/29/1972,214000.00,81,"265,000","264,250","1,890,000",101.1,"1,870,000","1,881,500",3.6,3.5,"52,750,100"
5/6/1972,234000.00,86.6,"271,000","263,500","1,836,000",97,"1,893,000","1,877,250",3.5,3.6,"52,750,100"
5/13/1972,218000.00,81.9,"266,000","265,250","1,770,000",94.5,"1,874,000","1,873,000",3.4,3.6,"52,750,100"
5/20/1972,210000.00,79,"267,000","267,250","1,731,000",92.9,"1,863,000","1,875,000",3.3,3.5,"52,750,100"
5/27/1972,209000.00,78.6,"267,000","267,750","1,664,000",88.9,"1,871,000","1,875,250",3.2,3.5,"52,750,100"
6/3/1972,198000.00,75.3,"264,000","266,000","1,673,000",90.1,"1,857,000","1,866,250",3.2,3.5,"52,750,100"
6/10/1972,224000.00,83.7,"268,000","266,500","1,637,000",87.5,"1,870,000","1,865,250",3.1,3.5,"52,750,100"
6/17/1972,227000.00,82.8,"275,000","268,500","1,619,000",87.3,"1,855,000","1,863,250",3.1,3.5,"52,750,100"
6/24/1972,240000.00,84.2,"286,000","273,250","1,633,000",87.3,"1,871,000","1,863,250",3.1,3.5,"52,750,100"
7/1/1972,327000.00,93.7,"350,000","294,750","1,645,000",85,"1,935,000","1,882,750",3.1,3.6,"53,105,800"
7/8/1972,364000.00,122.9,"297,000","302,000","1,834,000",92.8,"1,977,000","1,909,500",3.5,3.7,"53,105,800"
7/15/1972,367000.00,115.6,"318,000","312,750","1,848,000",94.9,"1,947,000","1,932,500",3.5,3.7,"53,105,800"
7/22/1972,299000.00,108.7,"276,000","310,250","1,835,000",93.5,"1,962,000","1,955,250",3.5,3.7,"53,105,800"
7/29/1972,266000.00,108.2,"247,000","284,500","1,796,000",93.2,"1,928,000","1,953,500",3.4,3.6,"53,105,800"
8/5/1972,256000.00,102.9,"250,000","272,750","1,705,000",91.9,"1,855,000","1,923,000",3.2,3.5,"53,105,800"
8/12/1972,220000.00,89.6,"246,000","254,750","1,633,000",90.1,"1,812,000","1,889,250",3.1,3.4,"53,105,800"
8/19/1972,203000.00,79.4,"256,000","249,750","1,554,000",86.6,"1,794,000","1,847,250",2.9,3.4,"53,105,800"
8/26/1972,195000.00,74.5,"262,000","253,500","1,500,000",83.7,"1,792,000","1,813,250",2.8,3.4,"53,105,800"
9/2/1972,192000.00,74.7,"258,000","255,500","1,433,000",78,"1,838,000","1,809,000",2.7,3.5,"53,105,800"
9/9/1972,178000.00,68.7,"259,000","258,750","1,447,000",80.3,"1,802,000","1,806,500",2.7,3.4,"53,105,800"
9/16/1972,196000.00,76.2,"258,000","259,250","1,388,000",77.1,"1,799,000","1,807,750",2.6,3.4,"53,105,800"
9/23/1972,193000.00,75.9,"255,000","257,500","1,369,000",76.4,"1,791,000","1,807,500",2.6,3.4,"53,105,800"
9/30/1972,192000.00,76.7,"251,000","255,750","1,340,000",76,"1,763,000","1,788,750",2.5,3.3,"53,105,800"
10/7/1972,233000.00,88.9,"263,000","256,750","1,330,000",75.1,"1,771,000","1,781,000",2.4,3.3,"54,333,300"
10/14/1972,202000.00,80.8,"250,000","254,750","1,366,000",77.6,"1,760,000","1,771,250",2.5,3.2,"54,333,300"
10/21/1972,214000.00,83.4,"257,000","255,250","1,342,000",77.4,"1,733,000","1,756,750",2.5,3.2,"54,333,300"
10/28/1972,196000.00,84.1,"234,000","251,000","1,383,000",79,"1,750,000","1,753,500",2.5,3.2,"54,333,300"
11/4/1972,242000.00,94.9,"255,000","249,000","1,377,000",80,"1,722,000","1,741,250",2.5,3.2,"54,333,300"
11/11/1972,236000.00,97.5,"242,000","247,000","1,457,000",83.9,"1,736,000","1,735,250",2.7,3.2,"54,333,300"
11/18/1972,280000.00,103.5,"271,000","250,500","1,445,000",83.7,"1,727,000","1,733,750",2.7,3.2,"54,333,300"
11/25/1972,238000.00,101.4,"235,000","250,750","1,620,000",92.9,"1,743,000","1,732,000",3,3.2,"54,333,300"
12/2/1972,268000.00,119,"226,000","243,500","1,607,000",95.9,"1,676,000","1,720,500",3,3.1,"54,333,300"
12/9/1972,317000.00,126.1,"252,000","246,000","1,678,000",99.8,"1,681,000","1,706,750",3.1,3.1,"54,333,300"
12/16/1972,323000.00,122.8,"263,000","244,000","1,789,000",101.9,"1,756,000","1,714,000",3.3,3.2,"54,333,300"
12/23/1972,327000.00,132.7,"246,000","246,750","1,759,000",103.6,"1,697,000","1,702,500",3.2,3.1,"54,333,300"
12/30/1972,338000.00,150.7,"225,000","246,500","2,026,000",121.9,"1,663,000","1,699,250",3.7,3.1,"54,333,300"
1/6/1973,345000.00,152.9,"226,000","240,000","2,121,000",131.2,"1,617,000","1,683,250",3.8,2.9,"56,359,100"
1/13/1973,412000.00,168.6,"245,000","235,500","2,170,000",130.7,"1,660,000","1,659,250",3.9,2.9,"56,359,100"
1/20/1973,324000.00,141.5,"229,000","231,250","2,122,000",132,"1,607,000","1,636,750",3.8,2.9,"56,359,100"
1/27/1973,267000.00,124.6,"214,000","228,500","2,111,000",131.9,"1,601,000","1,621,250",3.7,2.8,"56,359,100"
2/3/1973,285000.00,124.9,"228,000","229,000","2,079,000",130.3,"1,596,000","1,616,000",3.7,2.8,"56,359,100"
2/10/1973,276000.00,122.5,"226,000","224,250","2,063,000",129.5,"1,594,000","1,599,500",3.7,2.8,"56,359,100"
2/17/1973,242000.00,112.1,"216,000","221,000","2,061,000",130.3,"1,582,000","1,593,250",3.7,2.8,"56,359,100"
2/24/1973,220000.00,101.5,"218,000","222,000","2,081,000",131.5,"1,582,000","1,588,500",3.7,2.8,"56,359,100"
3/3/1973,233000.00,103.9,"225,000","221,250","2,018,000",127.8,"1,579,000","1,584,250",3.6,2.8,"56,359,100"
3/10/1973,227000.00,99.5,"229,000","222,000","1,977,000",124.8,"1,584,000","1,581,750",3.5,2.8,"56,359,100"
3/17/1973,212000.00,93.2,"228,000","225,000","1,924,000",121.9,"1,578,000","1,580,750",3.4,2.8,"56,359,100"
3/24/1973,209000.00,90.1,"232,000","228,500","1,855,000",118.7,"1,562,000","1,575,750",3.3,2.8,"56,359,100"
3/31/1973,193000.00,87.3,"222,000","227,750","1,790,000",115.7,"1,547,000","1,567,750",3.2,2.7,"56,359,100"
4/7/1973,244000.00,98.8,"247,000","232,250","1,742,000",112.3,"1,552,000","1,559,750",3,2.6,"58,629,500"
4/14/1973,212000.00,92.4,"230,000","232,750","1,684,000",109.4,"1,539,000","1,550,000",2.9,2.6,"58,629,500"
4/21/1973,211000.00,87,"243,000","235,500","1,681,000",106.9,"1,573,000","1,552,750",2.9,2.7,"58,629,500"
4/28/1973,194000.00,82.5,"236,000","239,000","1,595,000",102.9,"1,551,000","1,553,750",2.7,2.6,"58,629,500"
5/5/1973,214000.00,86.3,"248,000","239,250","1,539,000",98.6,"1,560,000","1,555,750",2.6,2.7,"58,629,500"
5/12/1973,198000.00,83.3,"238,000","241,250","1,497,000",96.2,"1,557,000","1,560,250",2.6,2.7,"58,629,500"
5/19/1973,189000.00,79.9,"237,000","239,750","1,465,000",94.4,"1,553,000","1,555,250",2.5,2.6,"58,629,500"
5/26/1973,190000.00,80.2,"238,000","240,250","1,407,000",89.8,"1,567,000","1,559,250",2.4,2.7,"58,629,500"
6/2/1973,173000.00,75,"232,000","236,250","1,426,000",91.7,"1,556,000","1,558,250",2.4,2.7,"58,629,500"
6/9/1973,210000.00,85.4,"246,000","238,250","1,391,000",89,"1,563,000","1,559,750",2.4,2.7,"58,629,500"
6/16/1973,198000.00,83.8,"237,000","238,250","1,399,000",88.8,"1,576,000","1,565,500",2.4,2.7,"58,629,500"
6/23/1973,206000.00,85.6,"242,000","239,250","1,389,000",88.5,"1,570,000","1,566,250",2.4,2.7,"58,629,500"
6/30/1973,215000.00,90.7,"237,000","240,500","1,346,000",85.7,"1,571,000","1,570,000",2.3,2.7,"58,629,500"
7/7/1973,309000.00,124.8,"248,000","241,000","1,494,000",93.1,"1,605,000","1,580,500",2.5,2.6,"60,807,300"
7/14/1973,270000.00,116.4,"232,000","239,750","1,536,000",95.7,"1,605,000","1,587,750",2.5,2.6,"60,807,300"
7/21/1973,259000.00,107.7,"241,000","239,500","1,496,000",93.9,"1,594,000","1,593,750",2.5,2.6,"60,807,300"
7/28/1973,265000.00,106.4,"250,000","242,750","1,495,000",93.3,"1,603,000","1,601,750",2.5,2.6,"60,807,300"
8/4/1973,262000.00,102.5,"256,000","244,750","1,501,000",91.9,"1,633,000","1,608,750",2.5,2.7,"60,807,300"
8/11/1973,238000.00,90.1,"265,000","253,000","1,515,000",90.2,"1,679,000","1,627,250",2.5,2.8,"60,807,300"
8/18/1973,207000.00,80.2,"258,000","257,250","1,457,000",87.1,"1,672,000","1,646,750",2.4,2.7,"60,807,300"
8/25/1973,190000.00,75,"254,000","258,250","1,409,000",84.1,"1,675,000","1,664,750",2.3,2.8,"60,807,300"
9/1/1973,180000.00,74.7,"242,000","254,750","1,325,000",78.8,"1,681,000","1,676,750",2.2,2.8,"60,807,300"
9/8/1973,177000.00,70.4,"252,000","251,500","1,354,000",80.2,"1,688,000","1,679,000",2.2,2.8,"60,807,300"
9/15/1973,186000.00,76.3,"245,000","248,250","1,297,000",77.8,"1,666,000","1,677,500",2.1,2.7,"60,807,300"
9/22/1973,187000.00,76.1,"246,000","246,250","1,276,000",77,"1,658,000","1,673,250",2.1,2.7,"60,807,300"
9/29/1973,191000.00,76.8,"249,000","248,000","1,270,000",76.6,"1,658,000","1,667,500",2.1,2.7,"60,807,300"
10/6/1973,210000.00,88.9,"236,000","244,000","1,252,000",75.6,"1,657,000","1,659,750",2,2.7,"61,627,400"
10/13/1973,207000.00,84.2,"246,000","244,250","1,303,000",77.6,"1,679,000","1,663,000",2.1,2.7,"61,627,400"
10/20/1973,208000.00,83.7,"249,000","245,000","1,284,000",78,"1,646,000","1,660,000",2.1,2.7,"61,627,400"
10/27/1973,200000.00,85.2,"235,000","241,500","1,332,000",79.5,"1,675,000","1,664,250",2.2,2.7,"61,627,400"
11/3/1973,230000.00,93.7,"246,000","244,000","1,339,000",80.3,"1,669,000","1,667,250",2.2,2.7,"61,627,400"
11/10/1973,277000.00,98.6,"282,000","253,000","1,419,000",83.4,"1,702,000","1,673,000",2.3,2.8,"61,627,400"
11/17/1973,261000.00,102.9,"254,000","254,250","1,430,000",84.2,"1,698,000","1,686,000",2.3,2.8,"61,627,400"
11/24/1973,237000.00,102,"233,000","253,750","1,600,000",91.2,"1,755,000","1,706,000",2.6,2.8,"61,627,400"
12/1/1973,299000.00,116.9,"256,000","256,250","1,630,000",96.4,"1,692,000","1,711,750",2.6,2.7,"61,627,400"
12/8/1973,345000.00,130.2,"266,000","252,250","1,715,000",99.9,"1,717,000","1,715,500",2.8,2.8,"61,627,400"
12/15/1973,340000.00,125.1,"272,000","256,750","1,821,000",102.4,"1,779,000","1,735,750",3,2.9,"61,627,400"
12/22/1973,429000.00,131.8,"326,000","280,000","1,872,000",102,"1,836,000","1,756,000",3,3,"61,627,400"
12/29/1973,461000.00,153.8,"300,000","291,000","2,160,000",119.7,"1,805,000","1,784,250",3.5,2.9,"61,627,400"
1/5/1974,405000.00,150.8,"269,000","291,750","2,523,000",130.5,"1,934,000","1,838,500",4,3.1,"62,899,900"
1/12/1974,584000.00,171.8,"340,000","308,750","2,529,000",129.7,"1,949,000","1,881,000",4,3.1,"62,899,900"
1/19/1974,465000.00,145,"321,000","307,500","2,618,000",131.2,"1,995,000","1,920,750",4.2,3.2,"62,899,900"
1/26/1974,373000.00,128.2,"291,000","305,250","2,567,000",131.7,"1,950,000","1,957,000",4.1,3.1,"62,899,900"
2/2/1974,381000.00,126.3,"302,000","313,500","2,558,000",130.3,"1,963,000","1,964,250",4.1,3.1,"62,899,900"
2/9/1974,459000.00,124.3,"369,000","320,750","2,604,000",129.6,"2,010,000","1,979,500",4.1,3.2,"62,899,900"
2/16/1974,352000.00,113.4,"311,000","318,250","2,656,000",129.6,"2,049,000","1,993,000",4.2,3.3,"62,899,900"
2/23/1974,296000.00,101.6,"292,000","318,500","2,676,000",132,"2,027,000","2,012,250",4.3,3.2,"62,899,900"
3/2/1974,313000.00,104.1,"301,000","318,250","2,590,000",128.2,"2,020,000","2,026,500",4.1,3.2,"62,899,900"
3/9/1974,310000.00,101.7,"305,000","302,250","2,577,000",125.4,"2,054,000","2,037,500",4.1,3.3,"62,899,900"
3/16/1974,293000.00,93.2,"315,000","303,250","2,533,000",122.5,"2,068,000","2,042,250",4,3.3,"62,899,900"
3/23/1974,285000.00,91,"314,000","308,750","2,477,000",119.4,"2,074,000","2,054,000",3.9,3.3,"62,899,900"
3/30/1974,279000.00,86.5,"323,000","314,250","2,404,000",116.6,"2,062,000","2,064,500",3.8,3.3,"62,899,900"
4/6/1974,288000.00,97.4,"296,000","312,000","2,327,000",112.7,"2,066,000","2,067,500",3.6,3.2,"63,856,500"
4/13/1974,278000.00,93.8,"297,000","307,500","2,274,000",109.7,"2,072,000","2,068,500",3.6,3.2,"63,856,500"
4/20/1974,256000.00,86.7,"296,000","303,000","2,227,000",107,"2,081,000","2,070,250",3.5,3.3,"63,856,500"
4/27/1974,235000.00,83.3,"283,000","293,000","2,111,000",103.2,"2,045,000","2,066,000",3.3,3.2,"63,856,500"
5/4/1974,243000.00,84.8,"287,000","290,750","2,038,000",99.1,"2,056,000","2,063,500",3.2,3.2,"63,856,500"
5/11/1974,249000.00,84.3,"296,000","290,500","1,977,000",96.8,"2,041,000","2,055,750",3.1,3.2,"63,856,500"
5/18/1974,238000.00,79.8,"298,000","291,000","1,943,000",94.7,"2,053,000","2,048,750",3,3.2,"63,856,500"
5/25/1974,246000.00,79.8,"309,000","297,500","1,855,000",90.2,"2,057,000","2,051,750",2.9,3.2,"63,856,500"
6/1/1974,209000.00,75.3,"278,000","295,250","1,898,000",91.3,"2,079,000","2,057,500",3,3.3,"63,856,500"
6/8/1974,267000.00,85.1,"314,000","299,750","1,854,000",89.7,"2,067,000","2,064,000",2.9,3.2,"63,856,500"
6/15/1974,255000.00,84.4,"303,000","301,000","1,867,000",89.1,"2,095,000","2,074,500",2.9,3.3,"63,856,500"
6/22/1974,266000.00,86.5,"308,000","300,750","1,833,000",88.7,"2,066,000","2,076,750",2.9,3.2,"63,856,500"
6/29/1974,285000.00,87.9,"325,000","312,500","1,783,000",86,"2,074,000","2,075,500",2.8,3.2,"63,856,500"
7/6/1974,350000.00,112.8,"311,000","311,750","1,994,000",92.3,"2,160,000","2,098,750",3.1,3.3,"64,643,200"
7/13/1974,351000.00,115.7,"304,000","312,000","2,039,000",96,"2,125,000","2,106,250",3.2,3.3,"64,643,200"
7/20/1974,325000.00,107.3,"303,000","310,750","1,985,000",94.1,"2,109,000","2,117,000",3.1,3.3,"64,643,200"
7/27/1974,333000.00,104.3,"320,000","309,500","1,949,000",93,"2,097,000","2,122,750",3,3.2,"64,643,200"
8/3/1974,340000.00,101.6,"335,000","315,500","1,971,000",91.8,"2,147,000","2,119,500",3,3.3,"64,643,200"
8/10/1974,318000.00,91.8,"347,000","326,250","1,961,000",90.3,"2,171,000","2,131,000",3,3.4,"64,643,200"
8/17/1974,269000.00,81,"332,000","333,500","1,899,000",87.6,"2,168,000","2,145,750",2.9,3.4,"64,643,200"
8/24/1974,260000.00,76,"343,000","339,250","1,836,000",84.5,"2,172,000","2,164,500",2.8,3.4,"64,643,200"
8/31/1974,259000.00,74.2,"350,000","343,000","1,763,000",79.7,"2,211,000","2,180,500",2.7,3.4,"64,643,200"
9/7/1974,253000.00,72.4,"350,000","343,750","1,815,000",80.1,"2,265,000","2,204,000",2.8,3.5,"64,643,200"
9/14/1974,271000.00,76,"357,000","350,000","1,786,000",78.5,"2,274,000","2,230,500",2.8,3.5,"64,643,200"
9/21/1974,283000.00,76.7,"370,000","356,750","1,757,000",77.3,"2,273,000","2,255,750",2.7,3.5,"64,643,200"
9/28/1974,279000.00,76.3,"366,000","360,750","1,772,000",76.8,"2,306,000","2,279,500",2.7,3.6,"64,643,200"
10/5/1974,325000.00,87.5,"371,000","366,000","1,792,000",75.9,"2,360,000","2,303,250",2.7,3.6,"65,264,600"
10/12/1974,358000.00,86.9,"413,000","380,000","1,857,000",77.5,"2,396,000","2,333,750",2.8,3.7,"65,264,600"
10/19/1974,324000.00,83.4,"389,000","384,750","1,980,000",78.6,"2,519,000","2,395,250",3,3.9,"65,264,600"
10/26/1974,357000.00,86.4,"414,000","396,750","2,005,000",79.6,"2,520,000","2,448,750",3.1,3.9,"65,264,600"
11/2/1974,375000.00,92.6,"406,000","405,500","2,104,000",80.2,"2,623,000","2,514,500",3.2,4,"65,264,600"
11/9/1974,435000.00,98.8,"441,000","412,500","2,229,000",82.6,"2,699,000","2,590,250",3.4,4.1,"65,264,600"
11/16/1974,450000.00,100.3,"449,000","427,500","2,437,000",85.1,"2,862,000","2,676,000",3.7,4.4,"65,264,600"
11/23/1974,532000.00,102.8,"518,000","453,500","2,437,000",88.7,"2,748,000","2,733,000",3.7,4.2,"65,264,600"
11/30/1974,524000.00,110.5,"474,000","470,500","2,973,000",96.4,"3,086,000","2,848,750",4.6,4.7,"65,264,600"
12/7/1974,693000.00,131.2,"528,000","492,250","3,152,000",99.2,"3,178,000","2,968,500",4.8,4.9,"65,264,600"
12/14/1974,637000.00,125.1,"510,000","507,500","3,354,000",101.9,"3,291,000","3,075,750",5.1,5,"65,264,600"
12/21/1974,677000.00,130,"521,000","508,250","3,322,000",100.7,"3,300,000","3,213,750",5.1,5.1,"65,264,600"
12/28/1974,813000.00,151.5,"537,000","524,000","3,951,000",116.3,"3,396,000","3,291,250",6.1,5.2,"65,264,600"
1/4/1975,681000.00,149.3,"456,000","506,000","4,603,000",129.5,"3,554,000","3,385,250",7,5.4,"65,854,200"
1/11/1975,969000.00,174.9,"554,000","517,000","4,582,000",128.8,"3,557,000","3,451,750",7,5.4,"65,854,200"
1/18/1975,850000.00,147.9,"575,000","530,500","4,769,000",130.4,"3,658,000","3,541,250",7.2,5.6,"65,854,200"
1/25/1975,729000.00,131.4,"555,000","535,000","4,871,000",131.4,"3,708,000","3,619,250",7.4,5.6,"65,854,200"
2/1/1975,699000.00,125.1,"559,000","560,750","4,874,000",130.4,"3,738,000","3,665,250",7.4,5.7,"65,854,200"
2/8/1975,691000.00,126.9,"545,000","558,500","4,995,000",129.6,"3,856,000","3,740,000",7.6,5.9,"65,854,200"
2/15/1975,608000.00,114.8,"530,000","547,250","5,037,000",130.4,"3,863,000","3,791,250",7.6,5.9,"65,854,200"
2/22/1975,567000.00,104.2,"544,000","544,500","5,229,000",131.7,"3,969,000","3,856,500",7.9,6,"65,854,200"
3/1/1975,568000.00,104.1,"546,000","541,250","5,173,000",128.6,"4,023,000","3,927,750",7.9,6.1,"65,854,200"
3/8/1975,569000.00,103.3,"551,000","542,750","5,206,000",125.5,"4,147,000","4,000,500",7.9,6.3,"65,854,200"
3/15/1975,494000.00,93.2,"531,000","543,000","5,141,000",122.6,"4,195,000","4,083,500",7.8,6.4,"65,854,200"
3/22/1975,499000.00,90.8,"550,000","544,500","5,021,000",119.5,"4,201,000","4,141,500",7.6,6.4,"65,854,200"
3/29/1975,477000.00,86,"555,000","546,750","5,020,000",116.5,"4,310,000","4,213,250",7.6,6.5,"65,854,200"
4/5/1975,505000.00,94.2,"537,000","543,250","4,959,000",112,"4,428,000","4,283,500",7.5,6.7,"66,417,000"
4/12/1975,496000.00,95.5,"520,000","540,500","4,867,000",109.4,"4,449,000","4,347,000",7.3,6.7,"66,417,000"
4/19/1975,456000.00,85.9,"531,000","535,750","4,783,000",106.4,"4,497,000","4,421,000",7.2,6.8,"66,417,000"
4/26/1975,429000.00,83.8,"513,000","525,250","4,657,000",103,"4,520,000","4,473,500",7,6.8,"66,417,000"
5/3/1975,420000.00,83.4,"505,000","517,250","4,559,000",99,"4,604,000","4,517,500",6.9,6.9,"66,417,000"
5/10/1975,432000.00,85.4,"507,000","514,000","4,439,000",96.6,"4,597,000","4,554,500",6.7,6.9,"66,417,000"
5/17/1975,410000.00,79.9,"514,000","509,750","4,339,000",94.5,"4,592,000","4,578,250",6.5,6.9,"66,417,000"
5/24/1975,391000.00,79.5,"493,000","504,750","4,039,000",90.5,"4,461,000","4,563,500",6.1,6.7,"66,417,000"
5/31/1975,360000.00,75.9,"475,000","497,250","4,195,000",90.5,"4,637,000","4,571,750",6.3,7,"66,417,000"
6/7/1975,443000.00,83.8,"529,000","502,750","4,048,000",90.3,"4,484,000","4,543,500",6.1,6.8,"66,417,000"
6/14/1975,422000.00,85,"497,000","498,500","4,033,000",89.1,"4,529,000","4,527,750",6.1,6.8,"66,417,000"
6/21/1975,428000.00,86.3,"497,000","499,500","3,904,000",88.6,"4,406,000","4,514,000",5.9,6.6,"66,417,000"
6/28/1975,407000.00,88.7,"459,000","495,500","3,525,000",86.2,"4,090,000","4,377,250",5.3,6.2,"66,417,000"
7/5/1975,460000.00,108.7,"423,000","469,000","3,859,000",91,"4,239,000","4,316,000",5.8,6.4,"66,702,200"
7/12/1975,517000.00,116.2,"446,000","456,250","3,906,000",96.3,"4,057,000","4,198,000",5.9,6.1,"66,702,200"
7/19/1975,481000.00,108.1,"445,000","443,250","3,998,000",95,"4,208,000","4,148,500",6,6.3,"66,702,200"
7/26/1975,471000.00,103.9,"454,000","442,000","3,801,000",93.3,"4,075,000","4,144,750",5.7,6.1,"66,702,200"
8/2/1975,462000.00,102,"454,000","449,750","3,708,000",92.4,"4,015,000","4,088,750",5.6,6,"66,702,200"
8/9/1975,429000.00,93.5,"459,000","453,000","3,655,000",90.7,"4,028,000","4,081,500",5.5,6,"66,702,200"
8/16/1975,367000.00,82.7,"444,000","452,750","3,476,000",88.4,"3,934,000","4,013,000",5.2,5.9,"66,702,200"
8/23/1975,353000.00,77.3,"457,000","453,500","3,366,000",85.4,"3,940,000","3,979,250",5,5.9,"66,702,200"
8/30/1975,332000.00,74.6,"446,000","451,500","3,134,000",81.3,"3,854,000","3,939,000",4.7,5.8,"66,702,200"
9/6/1975,331000.00,74.1,"447,000","448,500","3,182,000",80.2,"3,969,000","3,924,250",4.8,6,"66,702,200"
9/13/1975,341000.00,74.9,"456,000","451,500","3,092,000",79.7,"3,880,000","3,910,750",4.6,5.8,"66,702,200"
9/20/1975,336000.00,77.6,"433,000","445,500","3,025,000",78,"3,880,000","3,895,750",4.5,5.8,"66,702,200"
9/27/1975,342000.00,76.9,"445,000","445,250","2,985,000",77.5,"3,851,000","3,895,000",4.5,5.8,"66,702,200"
